8dd49a4f0e68e9c9373c4ce52656bf302eba28f0f4d2f5e9ce165fb47ffd745d,SHA256,nochain-sw.js Service Worker loader (MD5 c729d236e5e4886753e41388c979d50c)
a8c5429c15654de48072327e196b199910e7bc373b9713727df0d90f667092b5,SHA256,Stage-2 MP3/HTA polyglot
ae3eb045702c97247e353a2a0ce7394e6116055e58a4356c8931fe7143363aff,SHA256,Stage-3 Emmenhtal loader
2ca3951d34d7232642caf02c9683a0880e947a3251031aea931977ce761a4600,SHA256,Steganographic JPEG
7f05d1b7a679b47e6c19ccb319a1713d1e2c3440e2bc6878dc51a2cb4899333a,SHA256,x86 shellcode containing encrypted Amatera PE
166ba96c5661235ceeb2cec233dd9464ca02d2a4c1db57de0a6b69da97a00337,SHA256,"Amatera password stealer (Win32 PE32, disguised as WPA.exe; imphash 6cb7c652105d9b2b2ff7b5309e0e37cf)"
